gender,age_category,married,state,number_of_referals_group,tenure,value_deal,phone_service,multiple_lines,internet_service,contract,paperless_billing,payment_method,internet_type_fill,online_security_fill,online_backup_fill,device_protection_plan_fill,premium_support_fill,streaming_tv_fill,streaming_movies_fill,streaming_music_fill,unlimited_data_fill,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_status
0,0,1,12,0,1,5,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1975,1975,0,0,3038,5013,0
0,3,1,11,1,1,4,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,2905,4475,0,0,0,4475,0
1,2,1,2,3,2,4,1,0,1,2,1,0,2,0,0,0,0,1,1,1,1,8955,18555,0,0,1772,20327,1
0,4,0,12,0,1,5,1,1,1,0,1,1,2,1,0,1,0,1,1,0,1,10705,71425,0,0,257749,971999,0
0,4,1,15,3,1,3,1,0,1,2,1,1,0,0,1,1,0,0,0,0,1,547,117875,0,0,87626,205501,0
0,4,0,18,0,1,5,1,0,1,0,0,0,2,1,1,1,0,0,0,0,1,848,55983,0,0,23249,583079,0
0,4,1,1,1,1,5,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,796,558945,4234,0,33404,888751,0
0,4,0,18,3,1,5,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,741,741,0,0,3605,11015,0
0,4,0,19,0,2,5,1,0,1,0,0,1,2,0,1,1,1,1,1,1,1,10575,73225,0,0,60384,792634,0
1,0,0,6,2,1,5,0,0,1,2,1,1,1,0,1,0,0,1,1,1,1,498,83635,0,0,0,83635,0
0,4,0,17,3,2,1,1,1,1,2,1,0,2,0,1,1,0,1,0,0,0,9505,48887,0,50,1578,65167,1
1,1,1,16,2,0,1,1,0,1,0,1,1,2,1,1,0,1,1,1,1,1,1054,56434,0,0,269892,834232,1
0,1,0,1,2,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,7035,412465,0,0,2736,686065,0
0,1,1,12,3,2,5,1,0,1,2,1,0,2,0,1,0,0,0,0,0,1,7665,3336,0,0,9636,42996,1
0,5,1,7,3,0,5,1,0,1,0,1,2,2,1,1,0,1,1,1,0,0,105,200725,0,20,15105,21783,0
0,3,0,0,0,0,5,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,7895,286255,0,0,51946,338201,0
0,3,1,10,3,2,5,1,1,1,2,0,0,1,0,1,0,0,0,1,1,1,644,180215,0,0,26068,206283,0
0,2,1,11,0,2,5,1,0,1,2,0,0,1,1,1,1,0,0,0,0,1,614,4389,0,0,11088,54978,0
1,3,1,21,1,2,2,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,755,20181,0,0,103038,304848,0
0,1,1,0,0,1,5,1,0,1,2,1,1,2,1,0,0,0,0,0,0,1,7375,95665,0,0,39078,134743,0
0,3,1,0,0,2,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,2425,16418,4575,0,274482,434087,0
0,3,1,19,3,0,5,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,9155,596395,0,0,65715,66211,0
1,2,1,2,0,0,5,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,70,3474,0,10,22625,58365,1
1,3,0,9,1,0,5,1,0,1,2,0,0,2,0,0,1,0,0,1,1,1,848,88875,0,0,33627,122502,0
0,0,1,10,1,0,4,0,0,1,2,0,2,0,1,0,0,1,0,0,0,1,3425,13935,0,0,0,13935,1
1,1,0,15,0,2,5,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,4455,4806,1821,0,6192,52431,1
0,0,1,15,3,2,5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,4785,18864,0,70,98787,294427,0
1,1,1,18,1,0,2,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,197,6756,0,0,124168,191728,0
0,3,0,17,3,0,5,1,1,1,2,1,0,2,0,0,0,0,1,1,1,1,96,1748,0,0,9668,27148,1
1,2,0,2,1,0,5,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,206,8273,0,0,9156,17429,0
0,1,1,9,0,1,5,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,5425,44775,0,0,34224,78999,0
1,3,1,3,1,1,5,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,5395,388865,0,0,0,388865,0
0,2,1,17,1,1,4,1,0,1,2,1,2,0,1,0,0,1,0,0,0,1,551,15465,0,0,7812,23277,1
0,5,0,12,3,0,5,1,1,1,2,0,1,2,0,0,0,0,0,0,0,1,7375,54515,0,0,2268,77195,1
0,0,0,12,1,2,2,1,1,1,2,0,1,2,0,1,0,1,0,0,1,0,853,29175,2389,130,15799,460351,1
0,1,1,17,2,2,5,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,4925,2556,0,0,0,2556,0
1,5,0,15,1,0,5,1,0,1,1,1,0,2,0,1,0,0,1,0,0,1,838,1637,0,0,6596,22966,0
0,1,1,16,2,1,5,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,533,229625,0,90,194715,43334,0
0,1,1,14,3,1,5,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,454,8095,0,0,2162,10257,0
1,0,1,9,0,1,3,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,2015,34135,0,0,6168,95815,0
1,4,1,7,3,0,1,1,0,1,1,1,2,0,0,1,1,0,0,1,1,1,6475,36171,0,0,1485,51021,0
1,1,1,6,3,0,3,1,0,0,2,1,1,2,0,0,0,0,0,0,0,1,1995,4164,0,0,92421,134061,0
1,1,1,6,3,1,5,1,1,1,2,1,0,2,0,0,0,0,0,0,0,1,745,745,0,0,1361,8811,1
0,5,1,9,0,1,5,1,0,1,2,0,1,2,0,0,0,0,1,1,0,1,9045,12661,0,0,15834,142444,1
1,2,0,17,3,1,3,1,0,1,2,1,0,0,0,0,0,0,1,1,1,1,649,7161,0,0,14916,86526,0
1,4,1,19,0,1,5,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,79,48011,0,0,21078,69089,0
1,1,0,17,0,2,5,1,0,1,2,1,0,2,1,0,0,1,0,1,1,1,8925,22102,0,0,24552,245572,0
0,3,0,19,3,1,4,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,195,1286,0,0,21406,34266,0
1,3,1,12,2,0,5,1,1,1,1,1,0,2,0,0,1,1,1,1,1,1,1076,69127,0,0,214644,905914,0
0,2,0,5,0,1,5,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,26,200695,0,0,9905,299745,0
1,2,1,2,1,0,5,1,0,1,1,1,0,2,1,1,1,0,1,1,1,1,10525,717315,0,0,21352,930835,0
0,4,0,12,3,2,5,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,2005,2005,0,0,1351,3356,0
1,4,1,13,3,1,3,0,0,1,2,1,2,0,0,1,0,0,0,0,0,1,311,4197,0,0,0,4197,0
0,4,0,11,1,1,5,1,0,1,0,1,1,2,1,1,1,1,1,0,0,1,9815,41168,2789,0,606,469491,0
0,0,0,11,1,2,5,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,672,46717,0,0,0,46717,0
0,3,1,17,0,0,5,1,1,0,2,1,0,2,0,0,0,0,0,0,0,1,2635,3786,0,0,1194,498,0
0,1,0,12,1,1,5,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,9265,6733,0,0,2160,8893,0
0,4,0,6,1,0,5,1,1,1,2,1,0,2,0,0,0,0,0,0,0,1,7535,56465,0,0,17619,74084,0
0,3,1,0,3,0,1,1,1,1,2,1,0,2,0,1,0,0,1,1,1,1,9905,485375,1424,0,100352,584303,1
0,2,1,12,3,0,3,1,0,1,2,0,1,1,0,0,0,0,0,0,0,1,46,4921,0,0,1351,6272,0
1,1,1,10,0,2,4,1,0,1,2,1,0,2,0,0,0,0,0,0,0,1,703,703,0,0,567,7597,1
0,0,1,6,1,2,4,1,1,1,2,1,0,2,0,1,0,0,1,1,1,1,1017,36455,148,0,10464,46771,1
0,3,1,21,1,0,5,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,518,254125,0,50,0,259125,1
1,1,1,11,0,0,5,1,1,1,0,1,0,2,0,1,1,1,0,0,0,0,9025,638595,0,100,938,742395,0
0,2,1,11,1,1,5,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1915,10355,287,0,169998,270678,0
0,0,0,9,3,2,0,1,1,1,0,1,1,2,1,0,1,0,1,1,1,1,1041,741225,0,0,31169,772394,0
1,0,0,19,1,2,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,194,52555,425,0,16588,68718,0
0,0,0,6,1,2,1,1,0,1,2,0,0,0,1,1,1,0,0,0,0,1,5965,253655,0,0,92736,346391,0
0,3,1,17,3,0,0,1,1,1,1,0,0,2,1,1,1,1,1,1,1,1,11445,810055,0,0,17964,989695,0
1,0,0,18,1,0,5,1,1,1,2,1,0,2,1,1,1,0,0,0,0,1,918,59605,0,0,221312,817362,0
1,5,1,11,0,2,5,1,1,1,2,1,0,2,0,0,0,0,1,1,0,1,9445,265365,0,0,18125,28349,1
1,0,1,9,1,2,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,6995,387185,0,0,152118,539303,0
0,2,0,21,3,0,5,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,2305,12551,0,0,99892,225402,0
0,1,1,16,0,0,4,1,0,1,2,1,0,0,0,0,0,0,1,1,1,1,8955,8955,0,0,4246,13201,1
0,2,0,0,0,0,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,196,10124,4607,0,429,139533,0
0,5,0,7,1,0,5,1,1,1,2,1,0,2,0,0,1,0,1,1,1,0,985,300415,3755,40,74762,375422,1
1,1,1,8,0,1,2,1,1,1,0,0,0,2,0,1,0,0,1,1,1,1,1002,268845,4264,0,34608,299189,0
0,3,1,6,3,1,5,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,301,11313,0,150,0,12813,1
1,1,1,12,2,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,9105,629375,0,0,6745,696825,0
1,2,0,19,3,2,5,0,0,1,2,0,0,1,1,1,1,0,0,0,0,1,402,14488,0,0,0,14488,1
0,3,1,3,1,1,5,1,1,1,0,0,0,2,0,1,1,0,0,0,0,1,8315,203305,0,0,9948,302785,0
1,5,1,19,0,0,5,1,1,1,2,1,1,2,0,1,1,0,1,1,0,1,10295,24967,0,0,7752,257422,1
0,5,1,2,3,2,4,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,706,706,0,30,3261,13321,0
0,0,0,12,2,1,4,1,1,1,2,1,0,2,1,0,0,0,0,0,0,1,801,33615,0,0,17664,51279,0
1,1,0,6,3,0,2,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,206,5415,0,0,334,8755,0
0,0,1,17,1,2,5,1,0,1,2,0,1,0,0,1,0,0,0,0,0,1,5085,4666,0,0,11331,57991,0
1,1,0,12,0,0,5,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,7435,431735,0,0,140619,572354,0
0,1,1,17,1,0,5,1,1,1,2,1,0,2,0,0,1,0,1,1,1,1,10135,33349,0,0,132896,466386,0
1,0,0,5,3,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1975,89945,0,0,145386,235331,0
0,5,1,5,1,1,5,1,0,1,2,1,0,1,0,1,0,0,1,0,0,1,599,78835,0,0,6487,143705,0
1,0,1,19,3,2,5,1,1,1,2,1,0,2,0,0,0,1,0,1,1,0,8985,31612,0,20,86905,405025,0
0,4,1,6,2,0,3,1,0,1,2,1,0,2,0,0,0,0,0,1,1,1,7875,121825,0,0,63232,185057,0
0,1,1,21,2,1,1,1,1,1,0,1,1,2,0,0,1,1,1,1,1,1,10595,43352,0,0,6692,50044,0
0,1,1,2,2,1,5,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1985,132835,3329,0,28637,415876,0
1,2,1,6,3,0,1,1,1,1,0,0,1,2,0,0,1,0,1,1,1,1,10035,56811,0,0,33002,601112,0
0,3,1,15,1,1,3,1,0,1,2,1,0,1,1,1,1,0,0,0,0,1,606,12978,0,0,69312,199092,0
0,2,0,19,3,0,5,0,0,1,2,1,0,0,0,1,0,0,1,1,1,1,5035,109885,0,0,0,109885,0
0,1,1,15,1,1,5,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,196,9345,0,0,11656,21001,0
0,1,1,13,3,1,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1965,41125,0,0,2556,43681,0
0,4,1,19,3,2,4,1,0,1,2,0,1,0,1,1,0,0,0,0,0,0,559,36535,0,30,8706,48241,1
1,1,1,15,1,1,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,248,12291,0,0,209716,332626,0
0,4,1,11,3,1,4,1,0,1,2,0,0,2,0,1,0,0,0,0,0,0,756,53555,0,10,896,63515,0
1,2,1,9,2,0,5,1,1,1,2,0,0,2,0,0,0,0,1,1,1,1,949,2732,0,0,891,28211,0
0,4,0,5,1,2,4,0,0,1,2,0,0,1,0,0,1,0,0,1,1,1,395,21075,3927,0,0,17148,1
0,3,0,19,3,2,3,1,1,1,2,1,0,1,1,1,0,1,0,0,0,1,6725,8323,0,0,5496,13819,0
0,5,1,17,1,1,3,1,0,1,2,1,0,2,0,1,0,0,0,0,0,0,747,12946,0,20,37962,169422,0
0,0,1,15,2,2,2,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,3575,10225,0,0,0,10225,0
0,3,1,5,2,0,5,1,1,1,1,1,0,2,1,0,1,1,1,1,1,0,1106,658685,3638,80,24216,905207,0
1,4,0,2,0,0,2,1,1,1,2,1,0,2,0,0,1,0,1,1,0,1,10395,29648,0,0,143144,439624,0
1,3,0,16,3,1,4,1,0,1,2,0,0,2,0,0,0,0,0,0,0,1,6965,14515,0,0,1528,16043,1
1,4,0,19,0,1,2,1,1,1,2,1,0,2,0,0,0,0,0,0,0,1,7575,1929,0,0,68202,261102,0
1,4,1,18,0,2,5,1,0,1,2,1,0,2,0,0,1,1,0,1,1,1,9155,154005,0,0,24704,178709,0
0,1,1,17,0,1,4,1,0,0,2,0,2,2,0,0,0,0,0,0,0,1,204,204,0,0,2212,4252,1
0,4,0,21,3,1,2,1,1,1,2,1,0,2,0,0,1,0,1,1,1,1,10005,381055,0,0,64602,445657,0
0,4,1,5,3,0,5,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,711,522495,0,0,325251,847746,0
0,5,0,16,0,2,1,0,0,1,2,1,1,1,0,1,0,0,0,0,0,1,2945,145935,0,0,0,145935,0
0,0,1,16,0,2,5,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,5105,363515,0,120,0,375515,0
1,4,0,19,3,1,2,1,1,1,2,1,0,2,0,1,1,0,0,1,1,0,959,27452,0,50,102602,382122,1
1,4,1,0,3,0,2,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,498,197115,0,0,15327,212442,0
0,3,0,7,0,2,5,1,1,1,2,0,0,0,1,0,1,1,1,1,1,1,857,46161,0,0,142252,603862,0
0,0,0,1,0,2,5,1,0,1,1,0,2,0,0,1,1,1,1,0,1,1,6975,38944,0,0,205998,595438,0
0,2,0,0,1,2,5,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,45,21963,0,0,0,21963,0
0,1,1,4,0,1,5,1,0,1,2,1,0,2,0,0,0,0,1,0,0,1,7935,7935,0,0,1313,9248,1
0,2,0,13,3,0,2,1,1,1,2,1,0,2,0,0,1,0,1,1,1,1,10025,35276,0,0,36715,389475,1
0,0,1,19,1,0,5,1,1,1,0,1,0,2,0,1,1,1,1,1,1,1,1091,445425,0,0,83681,529106,0
1,3,0,2,1,1,5,1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,11105,732105,0,0,314163,1046268,0
1,2,0,1,1,1,4,0,0,1,2,1,0,1,0,0,1,0,1,1,1,1,5035,5035,0,0,0,5035,1
0,3,0,6,3,0,5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,3025,36885,0,0,0,36885,0
1,3,0,15,2,0,5,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,249,15955,0,0,123072,282622,0
0,4,0,6,3,2,5,1,1,1,2,1,0,2,0,0,0,1,1,0,0,1,9165,1301,0,0,12782,142882,1
1,1,1,9,3,0,1,1,0,1,2,1,0,1,1,0,0,0,0,0,0,1,4975,253555,0,0,202436,455991,0
0,0,0,1,3,2,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,1,20,8103,0,0,41369,122399,0
1,4,0,9,1,0,5,0,0,1,2,0,1,1,1,0,0,0,1,0,0,1,3855,1561,0,0,0,1561,0
1,2,0,2,3,0,4,1,0,1,2,1,0,0,1,0,1,1,0,1,1,1,6825,57695,0,0,29079,86774,0
1,2,1,0,1,1,5,1,1,1,1,1,0,2,1,1,1,0,0,1,1,1,1021,714935,0,0,336056,1050991,0
0,0,0,19,1,1,0,1,1,1,2,1,1,2,1,1,1,0,1,0,0,1,10295,688625,0,0,25125,939875,1
0,3,1,11,2,1,3,1,1,1,2,1,0,2,0,1,0,0,1,1,1,1,9995,193175,0,0,4161,197336,1
0,0,1,5,1,0,5,1,1,1,0,0,0,2,1,0,0,0,0,0,0,1,801,26033,0,0,84843,345173,0
0,4,1,2,1,2,5,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,303,13801,0,0,0,13801,1
0,2,1,19,3,2,5,1,0,1,2,1,0,1,1,0,0,0,1,0,0,1,60,48775,0,0,37424,86199,0
1,5,0,1,2,2,1,1,1,1,2,1,0,2,1,0,0,0,1,1,1,1,988,561775,0,0,49115,61089,1
1,0,1,15,1,2,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,603,35638,0,0,99876,456256,1
0,3,1,2,3,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,899,645715,0,0,222443,868158,0
0,0,0,9,1,2,4,1,0,1,2,1,2,0,0,1,1,0,0,0,1,1,5615,16815,0,0,8787,25602,1
0,0,0,16,3,0,5,1,0,1,2,1,1,2,0,1,0,0,0,1,1,1,8595,5146,0,0,24384,75844,0
1,3,0,12,0,2,4,1,0,1,2,1,2,1,0,0,0,0,0,0,0,1,4555,4555,0,0,1634,6189,0
0,2,1,17,3,2,5,0,0,1,2,1,1,0,0,0,1,1,1,0,0,1,4445,11838,0,0,0,11838,0
0,3,0,2,1,0,5,1,0,1,0,1,0,2,0,0,1,0,1,1,1,1,938,31245,0,0,66066,378516,1
0,3,0,16,0,1,5,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,395,108275,0,0,0,108275,0
0,0,1,19,1,2,5,1,0,1,2,1,0,0,1,1,0,0,0,1,1,1,6395,273705,0,0,2408,297785,0
1,3,0,21,3,1,5,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,2425,107795,0,0,12083,119878,0
0,6,0,20,1,0,4,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,299,11825,0,0,0,11825,0
0,0,0,1,3,2,0,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1143,82443,0,0,15176,97619,0
0,4,1,16,3,2,5,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,1965,312,0,0,156,468,0
0,3,0,19,0,0,5,1,1,1,2,1,0,2,0,0,0,0,1,1,1,1,9735,21195,0,0,19026,230976,1
0,4,0,11,0,2,5,1,1,1,0,1,0,2,1,1,1,0,1,1,1,1,110,48748,0,0,10902,498382,1
1,1,0,15,3,2,4,1,1,1,2,1,0,2,0,0,0,0,1,0,0,1,8535,7586,0,0,44226,120086,1
1,1,0,10,1,0,5,0,0,1,2,1,0,1,0,1,0,0,1,1,1,1,4855,201,0,0,0,201,1
1,2,1,11,1,1,4,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,2025,2025,0,0,4046,6071,0
0,1,1,19,3,2,4,1,0,1,2,0,0,2,0,0,0,0,1,1,1,1,906,906,0,0,3168,12228,1
1,1,0,9,3,1,5,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,6935,465325,999,0,242607,706933,0
1,3,1,2,1,2,5,1,0,1,2,0,0,2,0,0,0,0,0,0,0,1,702,76005,0,0,1111,77116,0
0,5,1,9,0,2,5,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,4525,326445,0,0,0,326445,1
1,0,0,13,1,2,0,1,1,1,1,1,0,2,1,1,1,0,1,1,1,0,10965,788025,0,10,49608,838633,0
0,5,0,21,1,0,5,1,0,1,0,0,2,2,1,1,0,0,1,1,0,1,991,387795,0,0,35607,423402,0
0,2,0,6,1,1,2,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,6745,24433,0,0,48248,292578,0
1,2,1,10,1,1,3,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,7535,102595,0,0,26236,128831,1
0,2,1,9,3,0,5,1,1,1,2,1,0,2,0,0,0,0,1,1,1,1,9475,16919,0,0,61506,230696,0
1,1,1,5,0,1,5,1,0,1,2,0,0,2,0,0,0,0,1,1,1,1,9105,28715,0,0,15136,43851,0
1,1,0,17,3,2,2,1,0,1,2,0,0,2,0,1,1,0,0,0,0,0,8205,25702,0,120,1857,28759,0
0,1,0,5,0,1,3,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,449,83965,0,0,65569,149534,0
0,0,1,7,3,1,5,1,0,1,2,1,2,0,0,0,0,0,0,0,1,1,453,453,0,0,3994,8524,1
0,0,1,9,1,2,0,1,1,1,1,1,0,2,1,0,1,1,1,1,1,1,10805,753215,0,0,350882,1104097,1
1,2,1,15,1,1,0,1,1,1,0,1,0,2,0,1,1,1,1,1,1,0,10875,749305,0,100,320505,107981,0
1,2,1,14,1,0,5,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,5795,304225,0,0,175968,480193,0
1,0,0,15,3,2,5,1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1063,5487,0,0,259064,807764,0
0,0,0,11,1,2,2,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,735,19057,1703,70,88712,284579,0
0,1,1,15,1,1,5,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,204,90555,0,0,616,96715,0
1,1,0,9,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,6265,43758,0,0,248268,685848,0
1,2,1,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,742,480565,0,0,144495,62506,0
1,3,1,4,1,0,2,1,0,1,2,1,1,0,0,0,1,1,0,1,1,1,664,20198,0,0,7843,28041,0
1,3,0,21,0,2,1,1,1,1,0,1,1,2,0,0,0,1,0,0,0,1,812,49651,0,0,244755,741265,0
0,4,0,7,1,2,5,1,1,1,2,1,1,2,0,1,0,1,1,0,0,1,941,280445,0,0,2103,301475,1
0,3,1,21,1,2,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,199,3577,0,0,61693,97463,0
0,2,1,17,0,2,1,1,1,1,2,1,1,2,0,0,1,0,0,1,1,1,893,419215,0,0,6219,481405,0
1,1,0,18,0,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,11505,713345,0,0,228408,941753,0
1,2,0,0,0,2,4,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,244,244,0,0,0,244,0
0,3,0,19,2,1,5,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,209,114605,0,0,231663,346268,0
0,2,1,8,0,0,5,1,0,1,2,0,0,1,1,0,0,0,0,0,0,1,4955,4955,0,0,1083,6038,0
0,4,1,2,1,1,5,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,39,233745,0,0,0,233745,0
1,1,0,17,3,1,5,1,0,1,2,0,1,1,0,0,0,1,0,0,0,1,49,49,0,0,4919,9819,0
0,2,0,9,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,2525,17282,0,0,155244,328064,0
1,2,1,0,2,0,4,1,0,1,2,1,0,2,0,0,0,1,1,0,0,1,8575,47095,4416,0,56,43239,1
1,2,1,12,1,2,5,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,759,154975,0,0,66255,22123,0
0,1,0,15,3,2,5,1,0,1,2,1,0,1,0,1,0,0,0,0,0,1,4955,207795,0,0,36582,244377,0
1,0,1,15,2,0,5,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,2035,13544,0,0,164016,299456,0
0,4,0,9,2,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,751,5013,0,0,1947,6960,0
0,4,1,19,3,0,4,1,1,0,2,0,1,2,0,0,0,0,0,0,0,1,2525,1019,0,0,1476,11666,0
0,5,1,11,1,2,5,1,1,1,2,0,0,2,1,0,0,0,1,1,0,1,10185,40863,0,0,114,42003,1
1,1,1,18,2,0,5,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,901,63109,0,0,158543,789633,0
1,4,0,21,1,2,1,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,7385,31224,0,100,207064,529304,0
0,5,0,12,3,0,2,1,1,1,1,1,0,2,0,0,0,0,0,0,0,1,749,265945,0,0,149652,415597,0
0,0,0,19,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,208,10218,0,0,200605,302785,1
1,2,1,9,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,8665,62248,0,0,82152,704632,0
0,0,1,17,1,2,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1955,88335,0,0,63648,151983,0
1,1,0,7,0,1,5,0,0,1,2,0,2,1,0,0,0,0,0,0,0,1,255,2152,0,0,0,2152,1
0,3,1,16,2,1,2,1,1,1,0,1,2,1,1,1,0,1,0,0,0,1,644,208875,0,0,116994,325869,1
0,3,1,17,2,2,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,6685,47588,0,0,10548,58136,0
0,0,0,18,3,2,4,1,1,0,2,1,1,2,0,0,0,0,0,0,0,1,236,8905,0,0,423,13135,0
0,3,0,2,0,2,5,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,10875,71562,0,0,215405,931025,1
1,4,0,12,3,0,3,1,0,1,2,0,1,1,1,0,1,0,0,1,1,1,644,13986,0,0,252,16506,0
0,0,0,11,2,2,5,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,578,40393,101,0,0,403829,0
1,1,1,19,1,0,1,1,1,1,2,1,0,2,1,1,0,0,1,0,0,0,9385,47331,0,30,231133,707443,0
0,1,1,17,1,0,5,1,0,1,2,1,2,2,0,0,0,0,0,0,0,1,7015,7015,0,0,224,7239,1
0,5,1,4,0,0,2,1,1,1,2,1,0,2,0,0,0,0,1,1,0,0,9545,347405,0,80,12285,478255,1
0,1,0,19,1,2,5,1,1,1,2,1,0,2,0,1,0,0,1,1,1,1,1006,56117,0,0,184509,745679,0
0,2,1,17,3,1,5,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1975,3134,0,0,51184,82524,0
0,4,0,2,1,1,0,1,1,1,1,1,0,2,0,1,1,1,1,1,0,1,1084,73182,0,0,337272,1069092,1
0,2,1,19,1,0,4,1,1,0,2,1,1,2,0,0,0,0,0,0,0,1,25,25,0,0,339,2839,0
1,1,1,6,1,0,3,1,0,1,2,1,1,1,0,0,0,1,0,0,0,1,503,90875,0,0,64728,155603,0
1,5,0,19,0,0,5,1,1,1,2,1,0,2,0,0,0,0,0,0,0,1,747,747,0,0,1134,8604,1
1,3,0,19,3,0,5,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,24,26965,0,0,31404,58369,0
0,0,0,17,3,2,5,1,0,1,2,1,1,0,0,1,1,0,0,0,0,1,5475,14069,0,0,103584,244274,0
0,2,0,8,0,0,5,1,1,1,2,1,0,2,0,1,0,0,0,0,0,1,7935,173035,0,0,42218,215253,1
